AmazonカテゴリID,Amazonカテゴリ名,ヤフオクカテゴリID,ヤフオクカテゴリ名
2189300051,服＆ファッション小物/スポーツウェア/バドミントン,2084063062,オークション > スポーツ、レジャー > スポーツ別 > バドミントン > その他
2249088051,服＆ファッション小物/スポーツウェア/バドミントン/ガールズ,2084063058,オークション > スポーツ、レジャー > スポーツ別 > バドミントン > ウエア > 女性用
2249087051,服＆ファッション小物/スポーツウェア/バドミントン/ボーイズ,2084063057,オークション > スポーツ、レジャー > スポーツ別 > バドミントン > ウエア > 男性用
2131667051,服＆ファッション小物/スポーツウェア/バドミントン/メンズ,2084063057,オークション > スポーツ、レジャー > スポーツ別 > バドミントン > ウエア > 男性用
2131668051,服＆ファッション小物/スポーツウェア/バドミントン/メンズ/シャツ,2084063057,オークション > スポーツ、レジャー > スポーツ別 > バドミントン > ウエア > 男性用
2131669051,服＆ファッション小物/スポーツウェア/バドミントン/メンズ/パンツ,2084063057,オークション > スポーツ、レジャー > スポーツ別 > バドミントン > ウエア > 男性用
2131781051,服＆ファッション小物/スポーツウェア/バドミントン/レディース,2084063058,オークション > スポーツ、レジャー > スポーツ別 > バドミントン > ウエア > 女性用
2131782051,服＆ファッション小物/スポーツウェア/バドミントン/レディース/シャツ,2084063058,オークション > スポーツ、レジャー > スポーツ別 > バドミントン > ウエア > 女性用
2131783051,服＆ファッション小物/スポーツウェア/バドミントン/レディース/パンツ,2084063058,オークション > スポーツ、レジャー > スポーツ別 > バドミントン > ウエア > 女性用
2189309051,服＆ファッション小物/スポーツウェア/バレーボール,2084063061,オークション > スポーツ、レジャー > スポーツ別 > バレーボール > その他
2249090051,服＆ファッション小物/スポーツウェア/バレーボール/ガールズ,2084063030,オークション > スポーツ、レジャー > スポーツ別 > バレーボール > ウエア > 女性用 > その他
2249089051,服＆ファッション小物/スポーツウェア/バレーボール/ボーイズ,2084063027,オークション > スポーツ、レジャー > スポーツ別 > バレーボール > ウエア > 男性用 > その他
2131670051,服＆ファッション小物/スポーツウェア/バレーボール/メンズ,2084063027,オークション > スポーツ、レジャー > スポーツ別 > バレーボール > ウエア > 男性用 > その他
2131673051,服＆ファッション小物/スポーツウェア/バレーボール/メンズ/コート・ジャケット,2084063027,オークション > スポーツ、レジャー > スポーツ別 > バレーボール > ウエア > 男性用 > その他
2131671051,服＆ファッション小物/スポーツウェア/バレーボール/メンズ/シャツ,2084063025,オークション > スポーツ、レジャー > スポーツ別 > バレーボール > ウエア > 男性用 > シャツ
2131674051,服＆ファッション小物/スポーツウェア/バレーボール/メンズ/ソックス,2084063050,オークション > スポーツ、レジャー > スポーツ別 > バレーボール > アクセサリー > ソックス
2131672051,服＆ファッション小物/スポーツウェア/バレーボール/メンズ/パンツ,2084063026,オークション > スポーツ、レジャー > スポーツ別 > バレーボール > ウエア > 男性用 > パンツ
2131784051,服＆ファッション小物/スポーツウェア/バレーボール/レディース,2084063030,オークション > スポーツ、レジャー > スポーツ別 > バレーボール > ウエア > 女性用 > その他
2131787051,服＆ファッション小物/スポーツウェア/バレーボール/レディース/コート・ジャケット,2084063030,オークション > スポーツ、レジャー > スポーツ別 > バレーボール > ウエア > 女性用 > その他
2131785051,服＆ファッション小物/スポーツウェア/バレーボール/レディース/シャツ,2084063028,オークション > スポーツ、レジャー > スポーツ別 > バレーボール > ウエア > 女性用 > シャツ
2131788051,服＆ファッション小物/スポーツウェア/バレーボール/レディース/ソックス,2084063050,オークション > スポーツ、レジャー > スポーツ別 > バレーボール > アクセサリー > ソックス
2131786051,服＆ファッション小物/スポーツウェア/バレーボール/レディース/パンツ,2084063029,オークション > スポーツ、レジャー > スポーツ別 > バレーボール > ウエア > 女性用 > パンツ
2189000051,服＆ファッション小物/スポーツウェア/フィッシング,25196,オークション > スポーツ、レジャー > フィッシング > その他
2131681051,服＆ファッション小物/スポーツウェア/フィッシング/グローブ,2084303059,オークション > スポーツ、レジャー > フィッシング > ウエア > グローブ、手袋
